date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:05:33	42673/42673	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Mar%202018%2020:54:48%20GMT	https://www.getmasum.com/html-preview/fancyshop/index.html	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/index.html	(from )
17:05:33	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2010:05:32%20GMT	https://www.getmasum.com/robots.txt		(from )
17:05:34	23848/23848	---M-Z	200	added ('OK')	text/css	date:Mon,%2013%20Nov%202017%2008:07:32%20GMT	https://www.getmasum.com/html-preview/fancyshop/css/animate.css	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/css/animate.css	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:34	936/936	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20Feb%202017%2021:43:12%20GMT	https://www.getmasum.com/html-preview/fancyshop/css/owl.theme.default.min.css	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/css/owl.theme.default.min.css	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:34	2936/2936	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20Feb%202017%2021:43:12%20GMT	https://www.getmasum.com/html-preview/fancyshop/css/owl.carousel.min.css	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/css/owl.carousel.min.css	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:34	3349/3349	---M-Z	200	added ('OK')	text/css	date:Wed,%2031%20Jan%202018%2023:30:56%20GMT	https://www.getmasum.com/html-preview/fancyshop/css/meanmenu.min.css	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/css/meanmenu.min.css	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:35	7930/7930	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20Jan%202016%2020:56:48%20GMT	https://www.getmasum.com/html-preview/fancyshop/css/venobox.css	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/css/venobox.css	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:35	33233/33233	---M-Z	200	added ('OK')	text/css	date:Wed,%2016%20Dec%202015%2009:49:26%20GMT	https://www.getmasum.com/html-preview/fancyshop/css/font-awesome.css	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/css/font-awesome.css	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:36	144877/144877	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Jan%202018%2004:29:48%20GMT	https://www.getmasum.com/html-preview/fancyshop/css/bootstrap.min.css	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/css/bootstrap.min.css	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:36	57786/57786	---M-Z	200	added ('OK')	text/css	date:Sun,%2025%20Mar%202018%2020:55:12%20GMT	https://www.getmasum.com/html-preview/fancyshop/style.css	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/style.css	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:36	700/700	---M-Z	200	added ('OK')	text/css	date:Fri,%2009%20Feb%202018%2000:39:54%20GMT	https://www.getmasum.com/html-preview/fancyshop/css/responsive.css	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/css/responsive.css	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:36	16736/16736	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Mar%202018%2020:58:56%20GMT	https://www.getmasum.com/html-preview/fancyshop/login.html	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/login.html	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:36	4814/4814	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Feb%202018%2020:18:16%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/logo.png	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/logo.png	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:37	21425/21425	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Mar%202018%2020:57:52%20GMT	https://www.getmasum.com/html-preview/fancyshop/shop.html	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/shop.html	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:37	24210/24210	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Mar%202018%2020:58:32%20GMT	https://www.getmasum.com/html-preview/fancyshop/product-details.html	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/product-details.html	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:37	19305/19305	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Mar%202018%2021:00:08%20GMT	https://www.getmasum.com/html-preview/fancyshop/cart.html	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/cart.html	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:37	20782/20782	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Mar%202018%2020:59:42%20GMT	https://www.getmasum.com/html-preview/fancyshop/checkout.html	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/checkout.html	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:38	16704/16704	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Mar%202018%2020:58:08%20GMT	https://www.getmasum.com/html-preview/fancyshop/wishlist.html	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/wishlist.html	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:38	20493/20493	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Mar%202018%2020:57:12%20GMT	https://www.getmasum.com/html-preview/fancyshop/left-sidebar-blog.html	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/left-sidebar-blog.html	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:38	20487/20487	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Mar%202018%2020:56:42%20GMT	https://www.getmasum.com/html-preview/fancyshop/right-sidebar-blog.html	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/right-sidebar-blog.html	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:38	22053/22053	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Mar%202018%2020:55:54%20GMT	https://www.getmasum.com/html-preview/fancyshop/full-width-blog.html	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/full-width-blog.html	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:38	22022/22022	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Mar%202018%2021:00:30%20GMT	https://www.getmasum.com/html-preview/fancyshop/blog-details.html	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/blog-details.html	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:39	18906/18906	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Mar%202018%2021:01:02%20GMT	https://www.getmasum.com/html-preview/fancyshop/about-us.html	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/about-us.html	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:39	17607/17607	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Mar%202018%2020:59:22%20GMT	https://www.getmasum.com/html-preview/fancyshop/contact.html	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/contact.html	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:39	15571/15571	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Mar%202018%2021:01:30%20GMT	https://www.getmasum.com/html-preview/fancyshop/404.html	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/404.html	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:39	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2010:05:39%20GMT	https://www.getmasum.com/html-preview/fancyshop/blog.html	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/blog.html	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:40	4471/4471	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Mar%202017%2009:43:16%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/mini-cart/1.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/mini-cart/1.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:40	4716/4716	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Mar%202017%2009:43:32%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/mini-cart/2.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/mini-cart/2.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:42	272989/272989	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Feb%202018%2018:41:24%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/slider/2.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/slider/2.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:44	175564/175564	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Feb%202018%2018:38:40%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/promo/1.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/promo/1.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:44	89379/89379	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Feb%202018%2021:45:12%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/promo/2.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/promo/2.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:44	453677/453677	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jan%202018%2013:57:28%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/slider/3.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/slider/3.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:45	93600/93600	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Feb%202018%2022:08:32%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/promo/4.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/promo/4.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:46	39311/39311	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Dec%202017%2008:22:06%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/product/1.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/product/1.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:46	602966/602966	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20Jan%202018%2023:10:30%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/slider/1.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/slider/1.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:46	50981/50981	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Dec%202017%2010:34:14%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/product/2.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/product/2.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:46	44573/44573	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Dec%202017%2008:22:26%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/product/3.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/product/3.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:47	88491/88491	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Dec%202017%2008:24:44%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/product/4.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/product/4.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:47	56892/56892	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Dec%202017%2008:22:40%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/product/5.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/product/5.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:47	294261/294261	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Feb%202018%2018:37:50%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/promo/3.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/promo/3.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:49	35942/35942	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Dec%202017%2008:24:02%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/product/6.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/product/6.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:49	43044/43044	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Dec%202017%2008:24:12%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/product/7.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/product/7.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:49	67019/67019	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Dec%202017%2008:19:56%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/product/8.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/product/8.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:50	8296/8296	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Feb%202018%2018:52:08%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/testimonial/1.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/testimonial/1.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:53	9482/9482	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Feb%202018%2018:52:20%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/testimonial/2.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/testimonial/2.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:53	8511/8511	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Feb%202018%2018:52:30%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/testimonial/3.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/testimonial/3.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:53	86622/86622	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Jan%202018%2000:35:10%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/blog/1.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/blog/1.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
17:05:53	484503/484503	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Jan%202018%2000:05:44%20GMT	https://www.getmasum.com/html-preview/fancyshop/img/testimonial-bg.jpg	C:/My%20Web%20Sites/quan_ao/www.getmasum.com/html-preview/fancyshop/img/testimonial-bg.jpg	(from https://www.getmasum.com/html-preview/fancyshop/index.html)
